id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSUNwcUk3WFFBEAE,,27 minutes ago,2023-07-27 20:26:06.236209,4.0,Delphine Chauveau,0,https://www.google.com/maps/contrib/117599226748359445668/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcUxiU2R3EAE,Good tour of the upper levels and engine room. There are glass floors which are interesting.,31 minutes ago,2023-07-27 20:26:06.236209,5.0,John Appleby,57,https://www.google.com/maps/contrib/117510230923864474890/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcUtyM05REAE,,48 minutes ago,2023-07-27 20:26:06.236209,5.0,Patryk Jaworski,0,https://www.google.com/maps/contrib/104627503489928136829/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNwcUtyMXlBRRAB,,48 minutes ago,2023-07-27 20:26:06.247374,5.0,Sankara Narayanan,23,https://www.google.com/maps/contrib/108102443812482216782/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcUxMTkJnEAE,,54 minutes ago,2023-07-27 20:26:06.247374,5.0,Adam Kapadia,42,https://www.google.com/maps/contrib/100108317275112348734/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcUx5QkFREAE,"Exciting, amazing, a sea of ​​positive emotions, beautiful.",an hour ago,2023-07-27 20:26:06.249147,5.0,Лідія Коростельова,0,https://www.google.com/maps/contrib/115303073712718376910/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcU9UcWJnEAE,"I might have intended to go up between the towers, but far too long a wait.",an hour ago,2023-07-27 20:26:06.249147,5.0,Henrik Jørgensen,327,https://www.google.com/maps/contrib/102467828908590190320/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNwcU9qdzVRRRAB,A must visit place on a trip to London. The visit to the floors was rewarding and the view was unforgettable!,an hour ago,2023-07-27 20:26:06.250481,5.0,Erwan Bottier,13,https://www.google.com/maps/contrib/104695323780805557893/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNwcUtpZVJBEAE,Wonderful to see during the day and at night beautifully lit up at night.,an hour ago,2023-07-27 20:26:06.250481,5.0,Antoinette Steiner,0,https://www.google.com/maps/contrib/113401755317020804207/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNwcU1qd25nRRAB,,an hour ago,2023-07-27 20:26:06.252301,5.0,Calvin Mark Joseph,3,https://www.google.com/maps/contrib/102821414683067082416/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweVBlcXNnRRAB,,2 hours ago,2023-07-27 20:26:12.709429,5.0,Willem Standaert,16,https://www.google.com/maps/contrib/103554564405787966523/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNweUplTlVREAE,Great place with this Weatherspoons just over the bridge from the Tower Hotel.,2 hours ago,2023-07-27 20:26:12.709429,5.0,David H,124,https://www.google.com/maps/contrib/113169744005477084330/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweU92dWtRRRAB,My favourite bridge,2 hours ago,2023-07-27 20:26:12.709429,5.0,Moreno A,0,https://www.google.com/maps/contrib/101500400348951501042/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweUt2al9BRRAB,Very nice!,2 hours ago,2023-07-27 20:26:12.713434,5.0,Constantin Oprisan,0,https://www.google.com/maps/contrib/112066445411732169108/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweU5PdXdnRRAB,,2 hours ago,2023-07-27 20:26:12.713434,5.0,Jonathan Lau,0,https://www.google.com/maps/contrib/114820015572541866077/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweUoyNTdBRRAB,London is incomplete without visiting Tower bridge.,2 hours ago,2023-07-27 20:26:12.715870,5.0,Mohit Prasad,14,https://www.google.com/maps/contrib/114032834179450788160/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNweU9ua0hnEAE,I had the most most amazing time looking around and exploring the London tower bridge. The Google map was of so much help in guiding us and taking to the location.,3 hours ago,2023-07-27 20:26:12.715870,5.0,Rozina Ahmed,0,https://www.google.com/maps/contrib/113439456595849826087/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNweUlHamNREAE,"Another great tourist spot in London. Attention tourists, be sure to stop by. It will be full of people but if you don't mind that it's a great ride.",3 hours ago,2023-07-27 20:26:12.717201,5.0,Thiago Cândido,61,https://www.google.com/maps/contrib/117298414977111862420/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNweU02RXdnRRAB,,3 hours ago,2023-07-27 20:26:12.717201,5.0,Yves Decabooter,0,https://www.google.com/maps/contrib/105054306102513731654/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNweU5MNVdnEAE,"My favorite London landmark. An amazing bridge, perhaps even more beautiful with evening lighting. If you want to see the bridge being lifted, I recommend checking the opening times in advance.",3 hours ago,2023-07-27 20:26:12.719524,5.0,Lukáš Klímek,62,https://www.google.com/maps/contrib/102361337403803099363/reviews?hl=en-US
